LINKID,COMNAME,SCINAME,FEAT_LABEL,CLASS,RANK,FED_STATUS,NJ_STATUS,MAX_YEAR,CNT_SOA,FHA_SCDW,FHA_TSC
970456,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970457,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970458,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970459,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970460,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970461,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970462,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970463,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970463,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970464,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970464,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970465,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970465,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970466,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970466,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970467,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970467,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970468,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970468,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970470,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970471,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970472,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970473,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970474,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970475,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970476,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970477,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970478,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970479,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970480,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970481,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970482,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970483,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970483,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970484,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970484,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970485,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970485,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970486,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970486,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970487,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970487,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970488,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970488,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970491,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970492,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970493,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970494,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970495,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970496,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970497,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970498,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970499,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970500,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970501,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970502,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970503,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970503,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970504,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970504,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970505,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970505,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970506,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970506,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970507,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970507,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970509,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970510,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970511,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970512,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970513,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970514,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970515,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970516,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970517,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970518,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970519,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970520,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970521,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970521,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970522,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970522,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1990,1,NA,NA
970523,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970523,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970524,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970524,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970525,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970525,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970527,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970528,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970529,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970530,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970531,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970532,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970533,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970534,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970535,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970536,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970537,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970538,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970539,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970539,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970540,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970540,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970541,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970541,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970542,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970542,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970544,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970545,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970546,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970547,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970548,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970549,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970550,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970551,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970552,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970553,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970554,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970554,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970555,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970555,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970556,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970556,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970557,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970557,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970558,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970558,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970560,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970561,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970562,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970563,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970564,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970565,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970566,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970567,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970568,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970568,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970569,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970569,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970570,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970570,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970571,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970571,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970572,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970572,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970573,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970573,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970575,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970576,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970577,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970578,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970579,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970580,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970581,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970581,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970582,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970582,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970583,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970583,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970584,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970584,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970585,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970585,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970586,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970586,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970587,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970587,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,4,NA,NA
970589,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970590,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970591,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970592,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970593,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970594,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970595,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970595,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970596,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970596,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970597,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970597,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970598,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970598,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970599,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970599,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970600,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970600,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970602,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970603,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970604,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970605,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970606,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970606,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970607,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970607,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970608,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970608,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,1,NA,NA
970609,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970609,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,2,NA,NA
970610,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970610,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970611,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970611,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970612,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970612,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970613,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970613,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
970614,Humpback Whale,Megaptera novaeangliae,Foraging Area,Mammalia,5,Federally Listed Endangered,State Endangered,2006,1,NA,NA
970614,Humpback Whale,Megaptera novaeangliae,Live Individual Sighting,Mammalia,5,Federally Listed Endangered,State Endangered,1992,3,NA,NA
